probability	multiplicity	num_to_draw	deck_size
       0.4	(1, 2, 2, 2)	        17	        27
     0.002	(1, 2, 2, 2)	         4	        28
     0.002	(1, 2, 2, 2)	         5	        28
     0.008	(1, 2, 2, 2)	         6	        28
     0.012	(1, 2, 2, 2)	         7	        28
     0.022	(1, 2, 2, 2)	         8	        28
      0.03	(1, 2, 2, 2)	         9	        28
     0.042	(1, 2, 2, 2)	        10	        28
     0.074	(1, 2, 2, 2)	        11	        28
       0.1	(1, 2, 2, 2)	        12	        28
     0.152	(1, 2, 2, 2)	        13	        28
     0.188	(1, 2, 2, 2)	        14	        28
      0.23	(1, 2, 2, 2)	        15	        28
       0.3	(1, 2, 2, 2)	        16	        28
     0.354	(1, 2, 2, 2)	        17	        28
       0.0	(1, 2, 2, 2)	         4	        29
     0.002	(1, 2, 2, 2)	         5	        29
     0.002	(1, 2, 2, 2)	         6	        29
     0.008	(1, 2, 2, 2)	         7	        29
     0.018	(1, 2, 2, 2)	         8	        29
     0.036	(1, 2, 2, 2)	         9	        29
      0.04	(1, 2, 2, 2)	        10	        29
     0.078	(1, 2, 2, 2)	        11	        29
     0.092	(1, 2, 2, 2)	        12	        29
     0.136	(1, 2, 2, 2)	        13	        29
     0.176	(1, 2, 2, 2)	        14	        29
     0.202	(1, 2, 2, 2)	        15	        29
     0.228	(1, 2, 2, 2)	        16	        29
     0.328	(1, 2, 2, 2)	        17	        29
       0.0	(1, 2, 2, 2)	         4	        30
     0.002	(1, 2, 2, 2)	         5	        30
     0.002	(1, 2, 2, 2)	         6	        30
     0.004	(1, 2, 2, 2)	         7	        30
     0.018	(1, 2, 2, 2)	         8	        30
     0.028	(1, 2, 2, 2)	         9	        30
     0.048	(1, 2, 2, 2)	        10	        30
      0.09	(1, 2, 2, 2)	        11	        30
     0.074	(1, 2, 2, 2)	        12	        30
     0.132	(1, 2, 2, 2)	        13	        30
     0.142	(1, 2, 2, 2)	        14	        30
      0.19	(1, 2, 2, 2)	        15	        30
     0.224	(1, 2, 2, 2)	        16	        30
     0.276	(1, 2, 2, 2)	        17	        30
     0.002	(1, 2, 2, 2)	         4	        31
       0.0	(1, 2, 2, 2)	         5	        31
       0.0	(1, 2, 2, 2)	         6	        31
     0.006	(1, 2, 2, 2)	         7	        31
     0.022	(1, 2, 2, 2)	         8	        31
     0.018	(1, 2, 2, 2)	         9	        31
     0.048	(1, 2, 2, 2)	        10	        31
     0.044	(1, 2, 2, 2)	        11	        31
      0.08	(1, 2, 2, 2)	        12	        31
      0.09	(1, 2, 2, 2)	        13	        31
     0.144	(1, 2, 2, 2)	        14	        31
     0.202	(1, 2, 2, 2)	        15	        31
     0.198	(1, 2, 2, 2)	        16	        31
     0.258	(1, 2, 2, 2)	        17	        31
       0.0	(1, 2, 2, 2)	         4	        32
       0.0	(1, 2, 2, 2)	         5	        32
     0.002	(1, 2, 2, 2)	         6	        32
     0.004	(1, 2, 2, 2)	         7	        32
     0.008	(1, 2, 2, 2)	         8	        32
     0.018	(1, 2, 2, 2)	         9	        32
     0.032	(1, 2, 2, 2)	        10	        32
     0.048	(1, 2, 2, 2)	        11	        32
     0.046	(1, 2, 2, 2)	        12	        32
     0.104	(1, 2, 2, 2)	        13	        32
     0.108	(1, 2, 2, 2)	        14	        32
     0.138	(1, 2, 2, 2)	        15	        32
     0.196	(1, 2, 2, 2)	        16	        32
     0.248	(1, 2, 2, 2)	        17	        32
       0.0	(1, 2, 2, 2)	         4	        33
     0.002	(1, 2, 2, 2)	         5	        33
     0.004	(1, 2, 2, 2)	         6	        33
     0.004	(1, 2, 2, 2)	         7	        33
      0.02	(1, 2, 2, 2)	         8	        33
     0.034	(1, 2, 2, 2)	         9	        33
     0.032	(1, 2, 2, 2)	        10	        33
     0.036	(1, 2, 2, 2)	        11	        33
     0.058	(1, 2, 2, 2)	        12	        33
     0.074	(1, 2, 2, 2)	        13	        33
     0.122	(1, 2, 2, 2)	        14	        33
     0.114	(1, 2, 2, 2)	        15	        33
     0.174	(1, 2, 2, 2)	        16	        33
     0.238	(1, 2, 2, 2)	        17	        33
       0.0	(1, 2, 2, 2)	         4	        34
     0.004	(1, 2, 2, 2)	         5	        34
     0.002	(1, 2, 2, 2)	         6	        34
       0.0	(1, 2, 2, 2)	         7	        34
     0.004	(1, 2, 2, 2)	         8	        34
     0.018	(1, 2, 2, 2)	         9	        34
     0.028	(1, 2, 2, 2)	        10	        34
      0.04	(1, 2, 2, 2)	        11	        34
     0.054	(1, 2, 2, 2)	        12	        34
     0.078	(1, 2, 2, 2)	        13	        34
     0.102	(1, 2, 2, 2)	        14	        34
     0.116	(1, 2, 2, 2)	        15	        34
     0.172	(1, 2, 2, 2)	        16	        34
     0.194	(1, 2, 2, 2)	        17	        34
       0.0	(1, 2, 2, 2)	         4	        35
     0.004	(1, 2, 2, 2)	         5	        35
       0.0	(1, 2, 2, 2)	         6	        35
     0.014	(1, 2, 2, 2)	         7	        35
     0.008	(1, 2, 2, 2)	         8	        35
     0.008	(1, 2, 2, 2)	         9	        35
     0.024	(1, 2, 2, 2)	        10	        35
     0.024	(1, 2, 2, 2)	        11	        35
     0.054	(1, 2, 2, 2)	        12	        35
     0.062	(1, 2, 2, 2)	        13	        35
     0.082	(1, 2, 2, 2)	        14	        35
     0.118	(1, 2, 2, 2)	        15	        35
     0.144	(1, 2, 2, 2)	        16	        35
     0.198	(1, 2, 2, 2)	        17	        35
       0.0	(1, 2, 2, 2)	         4	        36
       0.0	(1, 2, 2, 2)	         5	        36
     0.008	(1, 2, 2, 2)	         6	        36
     0.002	(1, 2, 2, 2)	         7	        36
     0.006	(1, 2, 2, 2)	         8	        36
     0.012	(1, 2, 2, 2)	         9	        36
     0.022	(1, 2, 2, 2)	        10	        36
     0.032	(1, 2, 2, 2)	        11	        36
     0.046	(1, 2, 2, 2)	        12	        36
     0.068	(1, 2, 2, 2)	        13	        36
     0.074	(1, 2, 2, 2)	        14	        36
     0.098	(1, 2, 2, 2)	        15	        36
     0.148	(1, 2, 2, 2)	        16	        36
     0.162	(1, 2, 2, 2)	        17	        36
       0.0	(1, 2, 2, 2)	         4	        37
     0.002	(1, 2, 2, 2)	         5	        37
     0.002	(1, 2, 2, 2)	         6	        37
       0.0	(1, 2, 2, 2)	         7	        37
     0.006	(1, 2, 2, 2)	         8	        37
     0.016	(1, 2, 2, 2)	         9	        37
      0.02	(1, 2, 2, 2)	        10	        37
     0.026	(1, 2, 2, 2)	        11	        37
     0.044	(1, 2, 2, 2)	        12	        37
     0.052	(1, 2, 2, 2)	        13	        37
      0.06	(1, 2, 2, 2)	        14	        37
     0.072	(1, 2, 2, 2)	        15	        37
     0.116	(1, 2, 2, 2)	        16	        37
     0.138	(1, 2, 2, 2)	        17	        37
       0.0	(1, 2, 2, 2)	         4	        38
       0.0	(1, 2, 2, 2)	         5	        38
     0.002	(1, 2, 2, 2)	         6	        38
       0.0	(1, 2, 2, 2)	         7	        38
     0.008	(1, 2, 2, 2)	         8	        38
     0.008	(1, 2, 2, 2)	         9	        38
     0.016	(1, 2, 2, 2)	        10	        38
     0.022	(1, 2, 2, 2)	        11	        38
     0.048	(1, 2, 2, 2)	        12	        38
     0.042	(1, 2, 2, 2)	        13	        38
     0.068	(1, 2, 2, 2)	        14	        38
     0.088	(1, 2, 2, 2)	        15	        38
     0.154	(1, 2, 2, 2)	        16	        38
     0.148	(1, 2, 2, 2)	        17	        38
       0.0	(1, 2, 2, 2)	         4	        39
       0.0	(1, 2, 2, 2)	         5	        39
       0.0	(1, 2, 2, 2)	         6	        39
     0.002	(1, 2, 2, 2)	         7	        39
     0.008	(1, 2, 2, 2)	         8	        39
     0.004	(1, 2, 2, 2)	         9	        39
     0.014	(1, 2, 2, 2)	        10	        39
     0.036	(1, 2, 2, 2)	        11	        39
     0.034	(1, 2, 2, 2)	        12	        39
     0.034	(1, 2, 2, 2)	        13	        39
     0.044	(1, 2, 2, 2)	        14	        39
      0.07	(1, 2, 2, 2)	        15	        39
     0.114	(1, 2, 2, 2)	        16	        39
     0.138	(1, 2, 2, 2)	        17	        39
       0.0	(1, 2, 2, 2)	         4	        40
     0.002	(1, 2, 2, 2)	         5	        40
       0.0	(1, 2, 2, 2)	         6	        40
     0.002	(1, 2, 2, 2)	         7	        40
     0.006	(1, 2, 2, 2)	         8	        40
     0.008	(1, 2, 2, 2)	         9	        40
      0.02	(1, 2, 2, 2)	        10	        40
     0.012	(1, 2, 2, 2)	        11	        40
     0.036	(1, 2, 2, 2)	        12	        40
     0.034	(1, 2, 2, 2)	        13	        40
     0.048	(1, 2, 2, 2)	        14	        40
     0.066	(1, 2, 2, 2)	        15	        40
     0.096	(1, 2, 2, 2)	        16	        40
     0.122	(1, 2, 2, 2)	        17	        40
       0.0	(1, 2, 2, 2)	         4	        41
     0.002	(1, 2, 2, 2)	         5	        41
       0.0	(1, 2, 2, 2)	         6	        41
     0.004	(1, 2, 2, 2)	         7	        41
     0.002	(1, 2, 2, 2)	         8	        41
      0.01	(1, 2, 2, 2)	         9	        41
      0.01	(1, 2, 2, 2)	        10	        41
     0.022	(1, 2, 2, 2)	        11	        41
     0.026	(1, 2, 2, 2)	        12	        41
      0.04	(1, 2, 2, 2)	        13	        41
      0.07	(1, 2, 2, 2)	        14	        41
     0.068	(1, 2, 2, 2)	        15	        41
      0.08	(1, 2, 2, 2)	        16	        41
     0.094	(1, 2, 2, 2)	        17	        41
       0.0	(1, 2, 2, 2)	         4	        42
       0.0	(1, 2, 2, 2)	         5	        42
       0.0	(1, 2, 2, 2)	         6	        42
       0.0	(1, 2, 2, 2)	         7	        42
     0.004	(1, 2, 2, 2)	         8	        42
      0.01	(1, 2, 2, 2)	         9	        42
     0.014	(1, 2, 2, 2)	        10	        42
     0.014	(1, 2, 2, 2)	        11	        42
      0.02	(1, 2, 2, 2)	        12	        42
     0.028	(1, 2, 2, 2)	        13	        42
     0.052	(1, 2, 2, 2)	        14	        42
     0.068	(1, 2, 2, 2)	        15	        42
      0.08	(1, 2, 2, 2)	        16	        42
     0.072	(1, 2, 2, 2)	        17	        42
     0.002	(1, 2, 2, 2)	         4	        43
       0.0	(1, 2, 2, 2)	         5	        43
       0.0	(1, 2, 2, 2)	         6	        43
     0.004	(1, 2, 2, 2)	         7	        43
     0.002	(1, 2, 2, 2)	         8	        43
     0.006	(1, 2, 2, 2)	         9	        43
     0.006	(1, 2, 2, 2)	        10	        43
     0.016	(1, 2, 2, 2)	        11	        43
     0.024	(1, 2, 2, 2)	        12	        43
     0.032	(1, 2, 2, 2)	        13	        43
     0.036	(1, 2, 2, 2)	        14	        43
     0.062	(1, 2, 2, 2)	        15	        43
     0.068	(1, 2, 2, 2)	        16	        43
     0.096	(1, 2, 2, 2)	        17	        43
       0.0	(1, 2, 2, 2)	         4	        44
       0.0	(1, 2, 2, 2)	         5	        44
       0.0	(1, 2, 2, 2)	         6	        44
     0.006	(1, 2, 2, 2)	         7	        44
      0.01	(1, 2, 2, 2)	         8	        44
     0.004	(1, 2, 2, 2)	         9	        44
     0.006	(1, 2, 2, 2)	        10	        44
      0.02	(1, 2, 2, 2)	        11	        44
     0.022	(1, 2, 2, 2)	        12	        44
     0.032	(1, 2, 2, 2)	        13	        44
     0.038	(1, 2, 2, 2)	        14	        44
     0.046	(1, 2, 2, 2)	        15	        44
     0.074	(1, 2, 2, 2)	        16	        44
     0.108	(1, 2, 2, 2)	        17	        44
       0.0	(1, 2, 2, 2)	         4	        45
       0.0	(1, 2, 2, 2)	         5	        45
     0.004	(1, 2, 2, 2)	         6	        45
     0.006	(1, 2, 2, 2)	         7	        45
     0.004	(1, 2, 2, 2)	         8	        45
     0.008	(1, 2, 2, 2)	         9	        45
     0.016	(1, 2, 2, 2)	        10	        45
     0.026	(1, 2, 2, 2)	        11	        45
     0.026	(1, 2, 2, 2)	        12	        45
     0.044	(1, 2, 2, 2)	        13	        45
     0.036	(1, 2, 2, 2)	        14	        45
     0.046	(1, 2, 2, 2)	        15	        45
     0.074	(1, 2, 2, 2)	        16	        45
      0.08	(1, 2, 2, 2)	        17	        45
       0.0	(1, 2, 2, 2)	         4	        46
       0.0	(1, 2, 2, 2)	         5	        46
       0.0	(1, 2, 2, 2)	         6	        46
     0.002	(1, 2, 2, 2)	         7	        46
     0.004	(1, 2, 2, 2)	         8	        46
     0.006	(1, 2, 2, 2)	         9	        46
     0.012	(1, 2, 2, 2)	        10	        46
     0.016	(1, 2, 2, 2)	        11	        46
      0.02	(1, 2, 2, 2)	        12	        46
     0.032	(1, 2, 2, 2)	        13	        46
     0.038	(1, 2, 2, 2)	        14	        46
     0.056	(1, 2, 2, 2)	        15	        46
      0.07	(1, 2, 2, 2)	        16	        46
     0.112	(1, 2, 2, 2)	        17	        46
       0.0	(1, 2, 2, 2)	         4	        47
       0.0	(1, 2, 2, 2)	         5	        47
       0.0	(1, 2, 2, 2)	         6	        47
       0.0	(1, 2, 2, 2)	         7	        47
     0.006	(1, 2, 2, 2)	         8	        47
      0.01	(1, 2, 2, 2)	         9	        47
     0.012	(1, 2, 2, 2)	        10	        47
      0.02	(1, 2, 2, 2)	        11	        47
      0.03	(1, 2, 2, 2)	        12	        47
      0.04	(1, 2, 2, 2)	        13	        47
      0.04	(1, 2, 2, 2)	        14	        47
      0.05	(1, 2, 2, 2)	        15	        47
     0.092	(1, 2, 2, 2)	        16	        47
     0.078	(1, 2, 2, 2)	        17	        47
       0.0	(1, 2, 2, 2)	         4	        48
       0.0	(1, 2, 2, 2)	         5	        48
       0.0	(1, 2, 2, 2)	         6	        48
     0.004	(1, 2, 2, 2)	         7	        48
     0.004	(1, 2, 2, 2)	         8	        48
     0.006	(1, 2, 2, 2)	         9	        48
     0.004	(1, 2, 2, 2)	        10	        48
     0.016	(1, 2, 2, 2)	        11	        48
      0.02	(1, 2, 2, 2)	        12	        48
     0.036	(1, 2, 2, 2)	        13	        48
     0.052	(1, 2, 2, 2)	        14	        48
     0.052	(1, 2, 2, 2)	        15	        48
     0.086	(1, 2, 2, 2)	        16	        48
     0.104	(1, 2, 2, 2)	        17	        48
       0.0	(1, 2, 2, 2)	         4	        49
       0.0	(1, 2, 2, 2)	         5	        49
     0.002	(1, 2, 2, 2)	         6	        49
     0.006	(1, 2, 2, 2)	         7	        49
     0.002	(1, 2, 2, 2)	         8	        49
       0.0	(1, 2, 2, 2)	         9	        49
     0.004	(1, 2, 2, 2)	        10	        49
     0.008	(1, 2, 2, 2)	        11	        49
      0.02	(1, 2, 2, 2)	        12	        49
     0.032	(1, 2, 2, 2)	        13	        49
     0.038	(1, 2, 2, 2)	        14	        49
     0.046	(1, 2, 2, 2)	        15	        49
      0.07	(1, 2, 2, 2)	        16	        49
     0.092	(1, 2, 2, 2)	        17	        49
       0.0	(1, 2, 2, 2)	         4	        50
       0.0	(1, 2, 2, 2)	         5	        50
     0.002	(1, 2, 2, 2)	         6	        50
     0.002	(1, 2, 2, 2)	         7	        50
     0.012	(1, 2, 2, 2)	         8	        50
     0.004	(1, 2, 2, 2)	         9	        50
     0.016	(1, 2, 2, 2)	        10	        50
     0.014	(1, 2, 2, 2)	        11	        50
      0.02	(1, 2, 2, 2)	        12	        50
     0.028	(1, 2, 2, 2)	        13	        50
     0.056	(1, 2, 2, 2)	        14	        50
     0.072	(1, 2, 2, 2)	        15	        50
      0.05	(1, 2, 2, 2)	        16	        50
     0.084	(1, 2, 2, 2)	        17	        50
       0.0	(1, 2, 2, 2)	         4	        51
       0.0	(1, 2, 2, 2)	         5	        51
       0.0	(1, 2, 2, 2)	         6	        51
     0.004	(1, 2, 2, 2)	         7	        51
     0.004	(1, 2, 2, 2)	         8	        51
     0.008	(1, 2, 2, 2)	         9	        51
     0.008	(1, 2, 2, 2)	        10	        51
     0.022	(1, 2, 2, 2)	        11	        51
     0.014	(1, 2, 2, 2)	        12	        51
      0.05	(1, 2, 2, 2)	        13	        51
     0.038	(1, 2, 2, 2)	        14	        51
      0.06	(1, 2, 2, 2)	        15	        51
     0.064	(1, 2, 2, 2)	        16	        51
     0.084	(1, 2, 2, 2)	        17	        51
       0.0	(1, 2, 2, 2)	         4	        52
       0.0	(1, 2, 2, 2)	         5	        52
       0.0	(1, 2, 2, 2)	         6	        52
     0.004	(1, 2, 2, 2)	         7	        52
     0.002	(1, 2, 2, 2)	         8	        52
     0.012	(1, 2, 2, 2)	         9	        52
     0.014	(1, 2, 2, 2)	        10	        52
     0.008	(1, 2, 2, 2)	        11	        52
     0.028	(1, 2, 2, 2)	        12	        52
      0.02	(1, 2, 2, 2)	        13	        52
     0.052	(1, 2, 2, 2)	        14	        52
     0.072	(1, 2, 2, 2)	        15	        52
       0.1	(1, 2, 2, 2)	        16	        52
     0.084	(1, 2, 2, 2)	        17	        52
     0.006	(1, 1, 1, 4)	         4	        18
     0.008	(1, 1, 1, 4)	         5	        18
     0.012	(1, 1, 1, 4)	         6	        18
     0.032	(1, 1, 1, 4)	         7	        18
     0.068	(1, 1, 1, 4)	         8	        18
     0.082	(1, 1, 1, 4)	         9	        18
     0.154	(1, 1, 1, 4)	        10	        18
     0.176	(1, 1, 1, 4)	        11	        18
     0.286	(1, 1, 1, 4)	        12	        18
     0.348	(1, 1, 1, 4)	        13	        18
     0.434	(1, 1, 1, 4)	        14	        18
       0.5	(1, 1, 1, 4)	        15	        18
     0.704	(1, 1, 1, 4)	        16	        18
     0.802	(1, 1, 1, 4)	        17	        18
     0.002	(1, 1, 1, 4)	         4	        19
     0.008	(1, 1, 1, 4)	         5	        19
     0.012	(1, 1, 1, 4)	         6	        19
     0.028	(1, 1, 1, 4)	         7	        19
     0.042	(1, 1, 1, 4)	         8	        19
     0.066	(1, 1, 1, 4)	         9	        19
     0.116	(1, 1, 1, 4)	        10	        19
      0.19	(1, 1, 1, 4)	        11	        19
     0.246	(1, 1, 1, 4)	        12	        19
     0.294	(1, 1, 1, 4)	        13	        19
     0.384	(1, 1, 1, 4)	        14	        19
     0.444	(1, 1, 1, 4)	        15	        19
     0.614	(1, 1, 1, 4)	        16	        19
     0.714	(1, 1, 1, 4)	        17	        19
       0.0	(1, 1, 1, 4)	         4	        20
       0.0	(1, 1, 1, 4)	         5	        20
     0.006	(1, 1, 1, 4)	         6	        20
     0.018	(1, 1, 1, 4)	         7	        20
      0.04	(1, 1, 1, 4)	         8	        20
     0.056	(1, 1, 1, 4)	         9	        20
       0.1	(1, 1, 1, 4)	        10	        20
     0.116	(1, 1, 1, 4)	        11	        20
     0.168	(1, 1, 1, 4)	        12	        20
      0.23	(1, 1, 1, 4)	        13	        20
     0.324	(1, 1, 1, 4)	        14	        20
     0.426	(1, 1, 1, 4)	        15	        20
     0.494	(1, 1, 1, 4)	        16	        20
     0.592	(1, 1, 1, 4)	        17	        20
     0.004	(1, 1, 1, 4)	         4	        21
     0.008	(1, 1, 1, 4)	         5	        21
     0.012	(1, 1, 1, 4)	         6	        21
     0.034	(1, 1, 1, 4)	         7	        21
     0.028	(1, 1, 1, 4)	         8	        21
     0.074	(1, 1, 1, 4)	         9	        21
     0.058	(1, 1, 1, 4)	        10	        21
     0.122	(1, 1, 1, 4)	        11	        21
     0.182	(1, 1, 1, 4)	        12	        21
      0.21	(1, 1, 1, 4)	        13	        21
     0.238	(1, 1, 1, 4)	        14	        21
     0.306	(1, 1, 1, 4)	        15	        21
     0.412	(1, 1, 1, 4)	        16	        21
     0.478	(1, 1, 1, 4)	        17	        21
       0.0	(1, 1, 1, 4)	         4	        22
     0.002	(1, 1, 1, 4)	         5	        22
       0.0	(1, 1, 1, 4)	         6	        22
     0.014	(1, 1, 1, 4)	         7	        22
     0.028	(1, 1, 1, 4)	         8	        22
     0.048	(1, 1, 1, 4)	         9	        22
     0.066	(1, 1, 1, 4)	        10	        22
     0.078	(1, 1, 1, 4)	        11	        22
     0.122	(1, 1, 1, 4)	        12	        22
     0.174	(1, 1, 1, 4)	        13	        22
     0.254	(1, 1, 1, 4)	        14	        22
     0.312	(1, 1, 1, 4)	        15	        22
     0.424	(1, 1, 1, 4)	        16	        22
     0.436	(1, 1, 1, 4)	        17	        22
       0.0	(1, 1, 1, 4)	         4	        23
     0.004	(1, 1, 1, 4)	         5	        23
     0.008	(1, 1, 1, 4)	         6	        23
     0.006	(1, 1, 1, 4)	         7	        23
     0.024	(1, 1, 1, 4)	         8	        23
     0.036	(1, 1, 1, 4)	         9	        23
     0.044	(1, 1, 1, 4)	        10	        23
     0.076	(1, 1, 1, 4)	        11	        23
     0.114	(1, 1, 1, 4)	        12	        23
     0.174	(1, 1, 1, 4)	        13	        23
     0.208	(1, 1, 1, 4)	        14	        23
      0.24	(1, 1, 1, 4)	        15	        23
     0.314	(1, 1, 1, 4)	        16	        23
      0.39	(1, 1, 1, 4)	        17	        23
       0.0	(1, 1, 1, 4)	         4	        24
     0.002	(1, 1, 1, 4)	         5	        24
     0.014	(1, 1, 1, 4)	         6	        24
     0.008	(1, 1, 1, 4)	         7	        24
     0.014	(1, 1, 1, 4)	         8	        24
     0.036	(1, 1, 1, 4)	         9	        24
      0.05	(1, 1, 1, 4)	        10	        24
     0.076	(1, 1, 1, 4)	        11	        24
     0.104	(1, 1, 1, 4)	        12	        24
     0.134	(1, 1, 1, 4)	        13	        24
     0.176	(1, 1, 1, 4)	        14	        24
     0.188	(1, 1, 1, 4)	        15	        24
      0.26	(1, 1, 1, 4)	        16	        24
     0.344	(1, 1, 1, 4)	        17	        24
       0.0	(1, 1, 1, 4)	         4	        25
       0.0	(1, 1, 1, 4)	         5	        25
     0.002	(1, 1, 1, 4)	         6	        25
      0.01	(1, 1, 1, 4)	         7	        25
     0.022	(1, 1, 1, 4)	         8	        25
     0.022	(1, 1, 1, 4)	         9	        25
     0.038	(1, 1, 1, 4)	        10	        25
     0.074	(1, 1, 1, 4)	        11	        25
     0.094	(1, 1, 1, 4)	        12	        25
     0.106	(1, 1, 1, 4)	        13	        25
      0.16	(1, 1, 1, 4)	        14	        25
      0.23	(1, 1, 1, 4)	        15	        25
      0.25	(1, 1, 1, 4)	        16	        25
     0.298	(1, 1, 1, 4)	        17	        25
       0.0	(1, 1, 1, 4)	         4	        26
       0.0	(1, 1, 1, 4)	         5	        26
     0.004	(1, 1, 1, 4)	         6	        26
     0.006	(1, 1, 1, 4)	         7	        26
     0.008	(1, 1, 1, 4)	         8	        26
     0.026	(1, 1, 1, 4)	         9	        26
     0.038	(1, 1, 1, 4)	        10	        26
     0.076	(1, 1, 1, 4)	        11	        26
     0.066	(1, 1, 1, 4)	        12	        26
     0.112	(1, 1, 1, 4)	        13	        26
     0.136	(1, 1, 1, 4)	        14	        26
     0.164	(1, 1, 1, 4)	        15	        26
     0.224	(1, 1, 1, 4)	        16	        26
     0.256	(1, 1, 1, 4)	        17	        26
       0.0	(1, 1, 1, 4)	         4	        27
       0.0	(1, 1, 1, 4)	         5	        27
     0.002	(1, 1, 1, 4)	         6	        27
     0.002	(1, 1, 1, 4)	         7	        27
      0.01	(1, 1, 1, 4)	         8	        27
     0.008	(1, 1, 1, 4)	         9	        27
     0.034	(1, 1, 1, 4)	        10	        27
      0.03	(1, 1, 1, 4)	        11	        27
     0.078	(1, 1, 1, 4)	        12	        27
     0.112	(1, 1, 1, 4)	        13	        27
     0.118	(1, 1, 1, 4)	        14	        27
     0.148	(1, 1, 1, 4)	        15	        27
       0.2	(1, 1, 1, 4)	        16	        27
     0.246	(1, 1, 1, 4)	        17	        27
       0.0	(1, 1, 1, 4)	         4	        28
       0.0	(1, 1, 1, 4)	         5	        28
       0.0	(1, 1, 1, 4)	         6	        28
     0.004	(1, 1, 1, 4)	         7	        28
      0.02	(1, 1, 1, 4)	         8	        28
     0.014	(1, 1, 1, 4)	         9	        28
     0.032	(1, 1, 1, 4)	        10	        28
     0.058	(1, 1, 1, 4)	        11	        28
     0.042	(1, 1, 1, 4)	        12	        28
     0.098	(1, 1, 1, 4)	        13	        28
      0.12	(1, 1, 1, 4)	        14	        28
     0.146	(1, 1, 1, 4)	        15	        28
     0.146	(1, 1, 1, 4)	        16	        28
     0.176	(1, 1, 1, 4)	        17	        28
     0.002	(1, 1, 1, 4)	         4	        29
     0.002	(1, 1, 1, 4)	         5	        29
     0.008	(1, 1, 1, 4)	         6	        29
     0.002	(1, 1, 1, 4)	         7	        29
      0.01	(1, 1, 1, 4)	         8	        29
     0.018	(1, 1, 1, 4)	         9	        29
     0.018	(1, 1, 1, 4)	        10	        29
      0.03	(1, 1, 1, 4)	        11	        29
     0.038	(1, 1, 1, 4)	        12	        29
     0.074	(1, 1, 1, 4)	        13	        29
     0.106	(1, 1, 1, 4)	        14	        29
     0.126	(1, 1, 1, 4)	        15	        29
     0.146	(1, 1, 1, 4)	        16	        29
     0.166	(1, 1, 1, 4)	        17	        29
     0.002	(1, 1, 1, 4)	         4	        30
       0.0	(1, 1, 1, 4)	         5	        30
     0.004	(1, 1, 1, 4)	         6	        30
     0.006	(1, 1, 1, 4)	         7	        30
     0.004	(1, 1, 1, 4)	         8	        30
     0.016	(1, 1, 1, 4)	         9	        30
     0.024	(1, 1, 1, 4)	        10	        30
     0.044	(1, 1, 1, 4)	        11	        30
      0.04	(1, 1, 1, 4)	        12	        30
     0.048	(1, 1, 1, 4)	        13	        30
     0.092	(1, 1, 1, 4)	        14	        30
      0.11	(1, 1, 1, 4)	        15	        30
     0.094	(1, 1, 1, 4)	        16	        30
     0.174	(1, 1, 1, 4)	        17	        30
       0.0	(1, 1, 1, 4)	         4	        31
       0.0	(1, 1, 1, 4)	         5	        31
       0.0	(1, 1, 1, 4)	         6	        31
     0.002	(1, 1, 1, 4)	         7	        31
     0.006	(1, 1, 1, 4)	         8	        31
     0.012	(1, 1, 1, 4)	         9	        31
     0.018	(1, 1, 1, 4)	        10	        31
     0.014	(1, 1, 1, 4)	        11	        31
     0.032	(1, 1, 1, 4)	        12	        31
     0.032	(1, 1, 1, 4)	        13	        31
     0.082	(1, 1, 1, 4)	        14	        31
     0.102	(1, 1, 1, 4)	        15	        31
     0.114	(1, 1, 1, 4)	        16	        31
     0.142	(1, 1, 1, 4)	        17	        31
       0.0	(1, 1, 1, 4)	         4	        32
       0.0	(1, 1, 1, 4)	         5	        32
     0.004	(1, 1, 1, 4)	         6	        32
     0.002	(1, 1, 1, 4)	         7	        32
      0.01	(1, 1, 1, 4)	         8	        32
     0.014	(1, 1, 1, 4)	         9	        32
     0.016	(1, 1, 1, 4)	        10	        32
     0.032	(1, 1, 1, 4)	        11	        32
     0.038	(1, 1, 1, 4)	        12	        32
     0.046	(1, 1, 1, 4)	        13	        32
     0.076	(1, 1, 1, 4)	        14	        32
     0.072	(1, 1, 1, 4)	        15	        32
     0.108	(1, 1, 1, 4)	        16	        32
     0.134	(1, 1, 1, 4)	        17	        32
       0.0	(1, 1, 1, 4)	         4	        33
       0.0	(1, 1, 1, 4)	         5	        33
     0.002	(1, 1, 1, 4)	         6	        33
     0.002	(1, 1, 1, 4)	         7	        33
      0.01	(1, 1, 1, 4)	         8	        33
     0.012	(1, 1, 1, 4)	         9	        33
     0.016	(1, 1, 1, 4)	        10	        33
     0.026	(1, 1, 1, 4)	        11	        33
     0.026	(1, 1, 1, 4)	        12	        33
      0.06	(1, 1, 1, 4)	        13	        33
     0.062	(1, 1, 1, 4)	        14	        33
      0.07	(1, 1, 1, 4)	        15	        33
     0.088	(1, 1, 1, 4)	        16	        33
     0.146	(1, 1, 1, 4)	        17	        33
       0.0	(1, 1, 1, 4)	         4	        34
       0.0	(1, 1, 1, 4)	         5	        34
       0.0	(1, 1, 1, 4)	         6	        34
       0.0	(1, 1, 1, 4)	         7	        34
     0.004	(1, 1, 1, 4)	         8	        34
     0.008	(1, 1, 1, 4)	         9	        34
      0.01	(1, 1, 1, 4)	        10	        34
