probability	multiplicity	num_to_draw	deck_size
     0.098	    (1, 1)	        15	        49
     0.122	    (1, 1)	        16	        49
      0.14	    (1, 1)	        17	        49
     0.004	    (1, 1)	         2	        50
     0.002	    (1, 1)	         3	        50
     0.006	    (1, 1)	         4	        50
     0.014	    (1, 1)	         5	        50
     0.012	    (1, 1)	         6	        50
     0.022	    (1, 1)	         7	        50
     0.026	    (1, 1)	         8	        50
     0.044	    (1, 1)	         9	        50
     0.038	    (1, 1)	        10	        50
     0.046	    (1, 1)	        11	        50
      0.06	    (1, 1)	        12	        50
      0.07	    (1, 1)	        13	        50
     0.096	    (1, 1)	        14	        50
      0.11	    (1, 1)	        15	        50
     0.114	    (1, 1)	        16	        50
     0.126	    (1, 1)	        17	        50
       0.0	    (1, 1)	         2	        51
     0.006	    (1, 1)	         3	        51
     0.008	    (1, 1)	         4	        51
     0.008	    (1, 1)	         5	        51
     0.014	    (1, 1)	         6	        51
     0.014	    (1, 1)	         7	        51
     0.028	    (1, 1)	         8	        51
     0.048	    (1, 1)	         9	        51
     0.036	    (1, 1)	        10	        51
     0.046	    (1, 1)	        11	        51
     0.042	    (1, 1)	        12	        51
     0.064	    (1, 1)	        13	        51
     0.102	    (1, 1)	        14	        51
     0.106	    (1, 1)	        15	        51
      0.12	    (1, 1)	        16	        51
     0.154	    (1, 1)	        17	        51
       0.0	    (1, 1)	         2	        52
     0.002	    (1, 1)	         3	        52
      0.01	    (1, 1)	         4	        52
     0.016	    (1, 1)	         5	        52
     0.018	    (1, 1)	         6	        52
     0.016	    (1, 1)	         7	        52
     0.024	    (1, 1)	         8	        52
     0.028	    (1, 1)	         9	        52
     0.046	    (1, 1)	        10	        52
     0.044	    (1, 1)	        11	        52
     0.078	    (1, 1)	        12	        52
     0.088	    (1, 1)	        13	        52
      0.06	    (1, 1)	        14	        52
     0.116	    (1, 1)	        15	        52
     0.126	    (1, 1)	        16	        52
     0.124	    (1, 1)	        17	        52
      0.09	      (2,)	         1	        18
     0.226	      (2,)	         2	        18
     0.344	      (2,)	         3	        18
     0.412	      (2,)	         4	        18
     0.494	      (2,)	         5	        18
     0.564	      (2,)	         6	        18
     0.624	      (2,)	         7	        18
     0.744	      (2,)	         8	        18
     0.752	      (2,)	         9	        18
     0.806	      (2,)	        10	        18
     0.842	      (2,)	        11	        18
      0.91	      (2,)	        12	        18
     0.936	      (2,)	        13	        18
     0.966	      (2,)	        14	        18
     0.982	      (2,)	        15	        18
      0.99	      (2,)	        16	        18
       1.0	      (2,)	        17	        18
      0.11	      (2,)	         1	        19
     0.172	      (2,)	         2	        19
     0.314	      (2,)	         3	        19
     0.396	      (2,)	         4	        19
     0.462	      (2,)	         5	        19
     0.528	      (2,)	         6	        19
     0.622	      (2,)	         7	        19
     0.686	      (2,)	         8	        19
     0.724	      (2,)	         9	        19
     0.788	      (2,)	        10	        19
     0.854	      (2,)	        11	        19
     0.902	      (2,)	        12	        19
     0.906	      (2,)	        13	        19
      0.94	      (2,)	        14	        19
     0.952	      (2,)	        15	        19
     0.984	      (2,)	        16	        19
     0.996	      (2,)	        17	        19
     0.114	      (2,)	         1	        20
     0.176	      (2,)	         2	        20
     0.302	      (2,)	         3	        20
     0.392	      (2,)	         4	        20
     0.438	      (2,)	         5	        20
     0.516	      (2,)	         6	        20
     0.592	      (2,)	         7	        20
     0.672	      (2,)	         8	        20
     0.696	      (2,)	         9	        20
     0.776	      (2,)	        10	        20
     0.792	      (2,)	        11	        20
      0.85	      (2,)	        12	        20
     0.878	      (2,)	        13	        20
      0.92	      (2,)	        14	        20
      0.95	      (2,)	        15	        20
     0.972	      (2,)	        16	        20
     0.992	      (2,)	        17	        20
     0.082	      (2,)	         1	        21
     0.196	      (2,)	         2	        21
     0.272	      (2,)	         3	        21
     0.388	      (2,)	         4	        21
     0.446	      (2,)	         5	        21
     0.472	      (2,)	         6	        21
      0.57	      (2,)	         7	        21
     0.642	      (2,)	         8	        21
     0.666	      (2,)	         9	        21
     0.764	      (2,)	        10	        21
       0.8	      (2,)	        11	        21
     0.812	      (2,)	        12	        21
     0.884	      (2,)	        13	        21
     0.902	      (2,)	        14	        21
      0.91	      (2,)	        15	        21
     0.964	      (2,)	        16	        21
     0.972	      (2,)	        17	        21
     0.102	      (2,)	         1	        22
     0.166	      (2,)	         2	        22
     0.256	      (2,)	         3	        22
     0.326	      (2,)	         4	        22
     0.402	      (2,)	         5	        22
     0.412	      (2,)	         6	        22
     0.538	      (2,)	         7	        22
      0.61	      (2,)	         8	        22
     0.656	      (2,)	         9	        22
     0.704	      (2,)	        10	        22
      0.78	      (2,)	        11	        22
      0.81	      (2,)	        12	        22
     0.842	      (2,)	        13	        22
      0.89	      (2,)	        14	        22
     0.918	      (2,)	        15	        22
     0.952	      (2,)	        16	        22
     0.954	      (2,)	        17	        22
     0.078	      (2,)	         1	        23
     0.174	      (2,)	         2	        23
     0.256	      (2,)	         3	        23
     0.316	      (2,)	         4	        23
     0.352	      (2,)	         5	        23
     0.422	      (2,)	         6	        23
     0.506	      (2,)	         7	        23
     0.572	      (2,)	         8	        23
     0.648	      (2,)	         9	        23
     0.666	      (2,)	        10	        23
     0.736	      (2,)	        11	        23
      0.81	      (2,)	        12	        23
     0.802	      (2,)	        13	        23
     0.874	      (2,)	        14	        23
     0.882	      (2,)	        15	        23
     0.912	      (2,)	        16	        23
      0.94	      (2,)	        17	        23
     0.074	      (2,)	         1	        24
     0.178	      (2,)	         2	        24
     0.212	      (2,)	         3	        24
      0.32	      (2,)	         4	        24
     0.358	      (2,)	         5	        24
     0.446	      (2,)	         6	        24
     0.528	      (2,)	         7	        24
       0.6	      (2,)	         8	        24
     0.604	      (2,)	         9	        24
     0.654	      (2,)	        10	        24
     0.698	      (2,)	        11	        24
     0.748	      (2,)	        12	        24
     0.782	      (2,)	        13	        24
     0.834	      (2,)	        14	        24
     0.854	      (2,)	        15	        24
     0.898	      (2,)	        16	        24
     0.914	      (2,)	        17	        24
      0.07	      (2,)	         1	        25
     0.156	      (2,)	         2	        25
     0.242	      (2,)	         3	        25
     0.284	      (2,)	         4	        25
     0.388	      (2,)	         5	        25
      0.44	      (2,)	         6	        25
     0.458	      (2,)	         7	        25
     0.556	      (2,)	         8	        25
       0.6	      (2,)	         9	        25
     0.622	      (2,)	        10	        25
     0.716	      (2,)	        11	        25
      0.76	      (2,)	        12	        25
     0.786	      (2,)	        13	        25
     0.826	      (2,)	        14	        25
     0.876	      (2,)	        15	        25
      0.88	      (2,)	        16	        25
     0.912	      (2,)	        17	        25
     0.072	      (2,)	         1	        26
     0.166	      (2,)	         2	        26
     0.268	      (2,)	         3	        26
      0.27	      (2,)	         4	        26
     0.346	      (2,)	         5	        26
     0.398	      (2,)	         6	        26
     0.432	      (2,)	         7	        26
      0.52	      (2,)	         8	        26
     0.582	      (2,)	         9	        26
     0.646	      (2,)	        10	        26
     0.686	      (2,)	        11	        26
      0.71	      (2,)	        12	        26
      0.76	      (2,)	        13	        26
     0.802	      (2,)	        14	        26
     0.834	      (2,)	        15	        26
     0.868	      (2,)	        16	        26
     0.894	      (2,)	        17	        26
     0.076	      (2,)	         1	        27
     0.154	      (2,)	         2	        27
     0.224	      (2,)	         3	        27
      0.27	      (2,)	         4	        27
     0.322	      (2,)	         5	        27
     0.426	      (2,)	         6	        27
     0.424	      (2,)	         7	        27
     0.524	      (2,)	         8	        27
     0.574	      (2,)	         9	        27
     0.628	      (2,)	        10	        27
      0.68	      (2,)	        11	        27
       0.7	      (2,)	        12	        27
     0.746	      (2,)	        13	        27
     0.786	      (2,)	        14	        27
     0.794	      (2,)	        15	        27
      0.83	      (2,)	        16	        27
     0.872	      (2,)	        17	        27
      0.06	      (2,)	         1	        28
      0.13	      (2,)	         2	        28
     0.226	      (2,)	         3	        28
     0.268	      (2,)	         4	        28
     0.344	      (2,)	         5	        28
      0.37	      (2,)	         6	        28
     0.442	      (2,)	         7	        28
     0.504	      (2,)	         8	        28
     0.582	      (2,)	         9	        28
       0.6	      (2,)	        10	        28
      0.62	      (2,)	        11	        28
     0.674	      (2,)	        12	        28
     0.732	      (2,)	        13	        28
     0.742	      (2,)	        14	        28
     0.766	      (2,)	        15	        28
     0.824	      (2,)	        16	        28
     0.836	      (2,)	        17	        28
     0.076	      (2,)	         1	        29
     0.142	      (2,)	         2	        29
     0.212	      (2,)	         3	        29
     0.272	      (2,)	         4	        29
     0.336	      (2,)	         5	        29
      0.35	      (2,)	         6	        29
     0.426	      (2,)	         7	        29
     0.512	      (2,)	         8	        29
     0.584	      (2,)	         9	        29
     0.554	      (2,)	        10	        29
     0.626	      (2,)	        11	        29
     0.668	      (2,)	        12	        29
     0.696	      (2,)	        13	        29
      0.77	      (2,)	        14	        29
     0.766	      (2,)	        15	        29
     0.802	      (2,)	        16	        29
     0.852	      (2,)	        17	        29
     0.076	      (2,)	         1	        30
      0.13	      (2,)	         2	        30
     0.218	      (2,)	         3	        30
     0.258	      (2,)	         4	        30
     0.282	      (2,)	         5	        30
     0.344	      (2,)	         6	        30
     0.416	      (2,)	         7	        30
      0.44	      (2,)	         8	        30
      0.49	      (2,)	         9	        30
     0.546	      (2,)	        10	        30
      0.58	      (2,)	        11	        30
     0.688	      (2,)	        12	        30
     0.674	      (2,)	        13	        30
       0.7	      (2,)	        14	        30
     0.738	      (2,)	        15	        30
      0.79	      (2,)	        16	        30
     0.842	      (2,)	        17	        30
      0.08	      (2,)	         1	        31
     0.092	      (2,)	         2	        31
      0.22	      (2,)	         3	        31
      0.22	      (2,)	         4	        31
     0.326	      (2,)	         5	        31
     0.328	      (2,)	         6	        31
     0.398	      (2,)	         7	        31
     0.468	      (2,)	         8	        31
     0.524	      (2,)	         9	        31
     0.548	      (2,)	        10	        31
     0.564	      (2,)	        11	        31
     0.642	      (2,)	        12	        31
     0.672	      (2,)	        13	        31
     0.726	      (2,)	        14	        31
      0.75	      (2,)	        15	        31
     0.778	      (2,)	        16	        31
