probability	num_empty_space	num_suit_left	num_to_draw	deck_size
        0.046	            3	            5	            9	           50
        0.056	            3	            5	           10	           50
        0.096	            3	            5	           11	           50
        0.126	            3	            5	           12	           50
        0.144	            3	            5	           13	           50
        0.176	            3	            5	           14	           50
        0.204	            3	            5	           15	           50
        0.224	            3	            5	           16	           50
         0.28	            3	            5	           17	           50
          0.0	            3	            5	            3	           51
        0.002	            3	            5	            4	           51
        0.008	            3	            5	            5	           51
        0.008	            3	            5	            6	           51
        0.024	            3	            5	            7	           51
        0.034	            3	            5	            8	           51
        0.064	            3	            5	            9	           51
        0.068	            3	            5	           10	           51
        0.096	            3	            5	           11	           51
        0.108	            3	            5	           12	           51
        0.118	            3	            5	           13	           51
        0.174	            3	            5	           14	           51
        0.198	            3	            5	           15	           51
         0.27	            3	            5	           16	           51
         0.28	            3	            5	           17	           51
        0.002	            3	            5	            3	           52
        0.002	            3	            5	            4	           52
        0.006	            3	            5	            5	           52
        0.012	            3	            5	            6	           52
         0.02	            3	            5	            7	           52
        0.038	            3	            5	            8	           52
        0.046	            3	            5	            9	           52
        0.048	            3	            5	           10	           52
        0.092	            3	            5	           11	           52
        0.118	            3	            5	           12	           52
        0.162	            3	            5	           13	           52
        0.182	            3	            5	           14	           52
        0.182	            3	            5	           15	           52
        0.228	            3	            5	           16	           52
        0.284	            3	            5	           17	           52
        0.008	            3	            6	            3	           18
        0.094	            3	            6	            4	           18
        0.172	            3	            6	            5	           18
        0.292	            3	            6	            6	           18
        0.418	            3	            6	            7	           18
        0.528	            3	            6	            8	           18
          0.7	            3	            6	            9	           18
         0.81	            3	            6	           10	           18
        0.892	            3	            6	           11	           18
        0.936	            3	            6	           12	           18
        0.982	            3	            6	           13	           18
        0.994	            3	            6	           14	           18
          1.0	            3	            6	           15	           18
          1.0	            3	            6	           16	           18
          1.0	            3	            6	           17	           18
        0.018	            3	            6	            3	           19
        0.064	            3	            6	            4	           19
        0.164	            3	            6	            5	           19
        0.268	            3	            6	            6	           19
        0.404	            3	            6	            7	           19
        0.468	            3	            6	            8	           19
        0.622	            3	            6	            9	           19
        0.714	            3	            6	           10	           19
        0.806	            3	            6	           11	           19
        0.904	            3	            6	           12	           19
        0.962	            3	            6	           13	           19
        0.984	            3	            6	           14	           19
        0.994	            3	            6	           15	           19
          1.0	            3	            6	           16	           19
          1.0	            3	            6	           17	           19
        0.004	            3	            6	            3	           20
        0.068	            3	            6	            4	           20
        0.148	            3	            6	            5	           20
        0.228	            3	            6	            6	           20
        0.326	            3	            6	            7	           20
        0.422	            3	            6	            8	           20
        0.572	            3	            6	            9	           20
        0.698	            3	            6	           10	           20
        0.766	            3	            6	           11	           20
        0.856	            3	            6	           12	           20
        0.898	            3	            6	           13	           20
        0.962	            3	            6	           14	           20
        0.986	            3	            6	           15	           20
        0.996	            3	            6	           16	           20
          1.0	            3	            6	           17	           20
         0.01	            3	            6	            3	           21
        0.062	            3	            6	            4	           21
        0.116	            3	            6	            5	           21
        0.198	            3	            6	            6	           21
        0.312	            3	            6	            7	           21
        0.412	            3	            6	            8	           21
        0.552	            3	            6	            9	           21
        0.614	            3	            6	           10	           21
        0.712	            3	            6	           11	           21
         0.83	            3	            6	           12	           21
        0.842	            3	            6	           13	           21
        0.946	            3	            6	           14	           21
        0.962	            3	            6	           15	           21
         0.99	            3	            6	           16	           21
          1.0	            3	            6	           17	           21
        0.018	            3	            6	            3	           22
         0.04	            3	            6	            4	           22
         0.09	            3	            6	            5	           22
        0.194	            3	            6	            6	           22
        0.246	            3	            6	            7	           22
        0.394	            3	            6	            8	           22
         0.49	            3	            6	            9	           22
        0.594	            3	            6	           10	           22
        0.686	            3	            6	           11	           22
        0.806	            3	            6	           12	           22
        0.822	            3	            6	           13	           22
        0.904	            3	            6	           14	           22
        0.952	            3	            6	           15	           22
        0.968	            3	            6	           16	           22
        0.988	            3	            6	           17	           22
        0.006	            3	            6	            3	           23
        0.042	            3	            6	            4	           23
         0.08	            3	            6	            5	           23
        0.164	            3	            6	            6	           23
        0.236	            3	            6	            7	           23
        0.342	            3	            6	            8	           23
        0.442	            3	            6	            9	           23
        0.512	            3	            6	           10	           23
        0.648	            3	            6	           11	           23
        0.696	            3	            6	           12	           23
        0.784	            3	            6	           13	           23
         0.86	            3	            6	           14	           23
        0.894	            3	            6	           15	           23
         0.96	            3	            6	           16	           23
         0.98	            3	            6	           17	           23
        0.008	            3	            6	            3	           24
        0.032	            3	            6	            4	           24
        0.072	            3	            6	            5	           24
        0.144	            3	            6	            6	           24
        0.214	            3	            6	            7	           24
        0.314	            3	            6	            8	           24
        0.394	            3	            6	            9	           24
        0.464	            3	            6	           10	           24
         0.61	            3	            6	           11	           24
        0.684	            3	            6	           12	           24
        0.734	            3	            6	           13	           24
        0.842	            3	            6	           14	           24
        0.904	            3	            6	           15	           24
        0.942	            3	            6	           16	           24
         0.95	            3	            6	           17	           24
        0.004	            3	            6	            3	           25
         0.02	            3	            6	            4	           25
        0.076	            3	            6	            5	           25
        0.112	            3	            6	            6	           25
         0.21	            3	            6	            7	           25
        0.296	            3	            6	            8	           25
        0.342	            3	            6	            9	           25
        0.492	            3	            6	           10	           25
        0.506	            3	            6	           11	           25
         0.67	            3	            6	           12	           25
        0.732	            3	            6	           13	           25
        0.784	            3	            6	           14	           25
        0.832	            3	            6	           15	           25
        0.912	            3	            6	           16	           25
        0.946	            3	            6	           17	           25
         0.01	            3	            6	            3	           26
         0.02	            3	            6	            4	           26
         0.06	            3	            6	            5	           26
        0.096	            3	            6	            6	           26
        0.188	            3	            6	            7	           26
         0.25	            3	            6	            8	           26
         0.33	            3	            6	            9	           26
        0.402	            3	            6	           10	           26
        0.506	            3	            6	           11	           26
         0.63	            3	            6	           12	           26
          0.7	            3	            6	           13	           26
         0.72	            3	            6	           14	           26
        0.854	            3	            6	           15	           26
        0.874	            3	            6	           16	           26
         0.93	            3	            6	           17	           26
        0.012	            3	            6	            3	           27
        0.034	            3	            6	            4	           27
        0.056	            3	            6	            5	           27
          0.1	            3	            6	            6	           27
        0.156	            3	            6	            7	           27
        0.208	            3	            6	            8	           27
        0.304	            3	            6	            9	           27
        0.344	            3	            6	           10	           27
         0.49	            3	            6	           11	           27
         0.55	            3	            6	           12	           27
         0.65	            3	            6	           13	           27
        0.696	            3	            6	           14	           27
        0.764	            3	            6	           15	           27
         0.82	            3	            6	           16	           27
        0.896	            3	            6	           17	           27
        0.008	            3	            6	            3	           28
         0.04	            3	            6	            4	           28
         0.05	            3	            6	            5	           28
        0.074	            3	            6	            6	           28
        0.154	            3	            6	            7	           28
        0.184	            3	            6	            8	           28
         0.31	            3	            6	            9	           28
        0.358	            3	            6	           10	           28
        0.428	            3	            6	           11	           28
        0.526	            3	            6	           12	           28
         0.62	            3	            6	           13	           28
         0.68	            3	            6	           14	           28
         0.75	            3	            6	           15	           28
        0.812	            3	            6	           16	           28
        0.854	            3	            6	           17	           28
        0.004	            3	            6	            3	           29
        0.016	            3	            6	            4	           29
        0.034	            3	            6	            5	           29
        0.088	            3	            6	            6	           29
        0.152	            3	            6	            7	           29
        0.196	            3	            6	            8	           29
        0.246	            3	            6	            9	           29
        0.318	            3	            6	           10	           29
        0.376	            3	            6	           11	           29
         0.48	            3	            6	           12	           29
        0.548	            3	            6	           13	           29
        0.604	            3	            6	           14	           29
        0.724	            3	            6	           15	           29
        0.784	            3	            6	           16	           29
        0.828	            3	            6	           17	           29
        0.002	            3	            6	            3	           30
        0.022	            3	            6	            4	           30
        0.026	            3	            6	            5	           30
         0.09	            3	            6	            6	           30
        0.118	            3	            6	            7	           30
        0.198	            3	            6	            8	           30
        0.232	            3	            6	            9	           30
        0.326	            3	            6	           10	           30
        0.414	            3	            6	           11	           30
        0.452	            3	            6	           12	           30
        0.468	            3	            6	           13	           30
        0.602	            3	            6	           14	           30
         0.69	            3	            6	           15	           30
        0.706	            3	            6	           16	           30
        0.792	            3	            6	           17	           30
          0.0	            3	            6	            3	           31
        0.014	            3	            6	            4	           31
        0.046	            3	            6	            5	           31
         0.05	            3	            6	            6	           31
         0.14	            3	            6	            7	           31
        0.202	            3	            6	            8	           31
        0.224	            3	            6	            9	           31
        0.292	            3	            6	           10	           31
        0.332	            3	            6	           11	           31
        0.418	            3	            6	           12	           31
        0.494	            3	            6	           13	           31
        0.544	            3	            6	           14	           31
        0.628	            3	            6	           15	           31
        0.676	            3	            6	           16	           31
        0.734	            3	            6	           17	           31
          0.0	            3	            6	            3	           32
         0.01	            3	            6	            4	           32
         0.04	            3	            6	            5	           32
         0.05	            3	            6	            6	           32
          0.1	            3	            6	            7	           32
         0.15	            3	            6	            8	           32
        0.202	            3	            6	            9	           32
         0.24	            3	            6	           10	           32
        0.344	            3	            6	           11	           32
        0.414	            3	            6	           12	           32
         0.45	            3	            6	           13	           32
        0.588	            3	            6	           14	           32
        0.602	            3	            6	           15	           32
        0.668	            3	            6	           16	           32
        0.756	            3	            6	           17	           32
        0.002	            3	            6	            3	           33
        0.016	            3	            6	            4	           33
        0.028	            3	            6	            5	           33
        0.056	            3	            6	            6	           33
        0.088	            3	            6	            7	           33
        0.124	            3	            6	            8	           33
         0.17	            3	            6	            9	           33
        0.246	            3	            6	           10	           33
        0.282	            3	            6	           11	           33
        0.376	            3	            6	           12	           33
        0.472	            3	            6	           13	           33
        0.474	            3	            6	           14	           33
         0.58	            3	            6	           15	           33
        0.662	            3	            6	           16	           33
         0.71	            3	            6	           17	           33
        0.002	            3	            6	            3	           34
        0.016	            3	            6	            4	           34
        0.026	            3	            6	            5	           34
        0.054	            3	            6	            6	           34
         0.08	            3	            6	            7	           34
        0.132	            3	            6	            8	           34
         0.18	            3	            6	            9	           34
         0.25	            3	            6	           10	           34
        0.322	            3	            6	           11	           34
        0.366	            3	            6	           12	           34
        0.434	            3	            6	           13	           34
        0.508	            3	            6	           14	           34
        0.512	            3	            6	           15	           34
        0.546	            3	            6	           16	           34
        0.624	            3	            6	           17	           34
        0.004	            3	            6	            3	           35
        0.006	            3	            6	            4	           35
        0.034	            3	            6	            5	           35
        0.066	            3	            6	            6	           35
        0.082	            3	            6	            7	           35
        0.118	            3	            6	            8	           35
        0.162	            3	            6	            9	           35
        0.194	            3	            6	           10	           35
        0.268	            3	            6	           11	           35
        0.358	            3	            6	           12	           35
        0.418	            3	            6	           13	           35
         0.47	            3	            6	           14	           35
        0.534	            3	            6	           15	           35
        0.584	            3	            6	           16	           35
        0.644	            3	            6	           17	           35
        0.002	            3	            6	            3	           36
        0.006	            3	            6	            4	           36
        0.018	            3	            6	            5	           36
        0.044	            3	            6	            6	           36
         0.06	            3	            6	            7	           36
        0.108	            3	            6	            8	           36
        0.134	            3	            6	            9	           36
        0.166	            3	            6	           10	           36
        0.266	            3	            6	           11	           36
        0.322	            3	            6	           12	           36
        0.364	            3	            6	           13	           36
        0.424	            3	            6	           14	           36
        0.504	            3	            6	           15	           36
        0.558	            3	            6	           16	           36
        0.622	            3	            6	           17	           36
        0.002	            3	            6	            3	           37
        0.018	            3	            6	            4	           37
        0.034	            3	            6	            5	           37
        0.042	            3	            6	            6	           37
        0.068	            3	            6	            7	           37
        0.084	            3	            6	            8	           37
        0.112	            3	            6	            9	           37
        0.198	            3	            6	           10	           37
        0.224	            3	            6	           11	           37
        0.288	            3	            6	           12	           37
        0.328	            3	            6	           13	           37
        0.442	            3	            6	           14	           37
        0.482	            3	            6	           15	           37
        0.528	            3	            6	           16	           37
          0.6	            3	            6	           17	           37
        0.002	            3	            6	            3	           38
         0.01	            3	            6	            4	           38
        0.018	            3	            6	            5	           38
        0.048	            3	            6	            6	           38
        0.052	            3	            6	            7	           38
         0.08	            3	            6	            8	           38
        0.126	            3	            6	            9	           38
        0.178	            3	            6	           10	           38
        0.228	            3	            6	           11	           38
        0.308	            3	            6	           12	           38
         0.29	            3	            6	           13	           38
        0.408	            3	            6	           14	           38
        0.438	            3	            6	           15	           38
        0.502	            3	            6	           16	           38
        0.508	            3	            6	           17	           38
        0.006	            3	            6	            3	           39
         0.01	            3	            6	            4	           39
        0.028	            3	            6	            5	           39
        0.022	            3	            6	            6	           39
        0.062	            3	            6	            7	           39
          0.1	            3	            6	            8	           39
        0.124	            3	            6	            9	           39
        0.158	            3	            6	           10	           39
        0.238	            3	            6	           11	           39
        0.276	            3	            6	           12	           39
        0.276	            3	            6	           13	           39
        0.388	            3	            6	           14	           39
        0.418	            3	            6	           15	           39
        0.444	            3	            6	           16	           39
        0.544	            3	            6	           17	           39
        0.004	            3	            6	            3	           40
        0.004	            3	            6	            4	           40
        0.016	            3	            6	            5	           40
         0.03	            3	            6	            6	           40
        0.048	            3	            6	            7	           40
         0.09	            3	            6	            8	           40
        0.112	            3	            6	            9	           40
         0.16	            3	            6	           10	           40
        0.188	            3	            6	           11	           40
         0.24	            3	            6	           12	           40
        0.308	            3	            6	           13	           40
         0.33	            3	            6	           14	           40
         0.41	            3	            6	           15	           40
        0.424	            3	            6	           16	           40
        0.518	            3	            6	           17	           40
          0.0	            3	            6	            3	           41
        0.006	            3	            6	            4	           41
        0.022	            3	            6	            5	           41
        0.036	            3	            6	            6	           41
         0.04	            3	            6	            7	           41
        0.076	            3	            6	            8	           41
        0.098	            3	            6	            9	           41
        0.188	            3	            6	           10	           41
        0.188	            3	            6	           11	           41
        0.256	            3	            6	           12	           41
        0.262	            3	            6	           13	           41
        0.336	            3	            6	           14	           41
        0.378	            3	            6	           15	           41
         0.44	            3	            6	           16	           41
         0.45	            3	            6	           17	           41
        0.004	            3	            6	            3	           42
        0.002	            3	            6	            4	           42
         0.01	            3	            6	            5	           42
        0.026	            3	            6	            6	           42
        0.048	            3	            6	            7	           42
        0.056	            3	            6	            8	           42
        0.074	            3	            6	            9	           42
        0.144	            3	            6	           10	           42
         0.18	            3	            6	           11	           42
        0.234	            3	            6	           12	           42
        0.236	            3	            6	           13	           42
         0.32	            3	            6	           14	           42
        0.358	            3	            6	           15	           42
         0.42	            3	            6	           16	           42
        0.496	            3	            6	           17	           42
          0.0	            3	            6	            3	           43
        0.004	            3	            6	            4	           43
        0.022	            3	            6	            5	           43
        0.024	            3	            6	            6	           43
         0.03	            3	            6	            7	           43
         0.09	            3	            6	            8	           43
        0.076	            3	            6	            9	           43
        0.148	            3	            6	           10	           43
        0.136	            3	            6	           11	           43
        0.188	            3	            6	           12	           43
        0.228	            3	            6	           13	           43
        0.356	            3	            6	           14	           43
        0.362	            3	            6	           15	           43
        0.384	            3	            6	           16	           43
         0.43	            3	            6	           17	           43
          0.0	            3	            6	            3	           44
        0.008	            3	            6	            4	           44
        0.014	            3	            6	            5	           44
         0.03	            3	            6	            6	           44
        0.046	            3	            6	            7	           44
         0.05	            3	            6	            8	           44
         0.08	            3	            6	            9	           44
        0.118	            3	            6	           10	           44
        0.154	            3	            6	           11	           44
        0.166	            3	            6	           12	           44
         0.21	            3	            6	           13	           44
         0.28	            3	            6	           14	           44
        0.324	            3	            6	           15	           44
        0.374	            3	            6	           16	           44
        0.438	            3	            6	           17	           44
        0.002	            3	            6	            3	           45
         0.01	            3	            6	            4	           45
         0.02	            3	            6	            5	           45
         0.03	            3	            6	            6	           45
         0.03	            3	            6	            7	           45
        0.072	            3	            6	            8	           45
        0.092	            3	            6	            9	           45
        0.108	            3	            6	           10	           45
        0.162	            3	            6	           11	           45
        0.174	            3	            6	           12	           45
        0.216	            3	            6	           13	           45
        0.278	            3	            6	           14	           45
        0.334	            3	            6	           15	           45
         0.32	            3	            6	           16	           45
        0.432	            3	            6	           17	           45
        0.002	            3	            6	            3	           46
        0.002	            3	            6	            4	           46
        0.006	            3	            6	            5	           46
        0.028	            3	            6	            6	           46
         0.03	            3	            6	            7	           46
        0.054	            3	            6	            8	           46
        0.102	            3	            6	            9	           46
        0.102	            3	            6	           10	           46
         0.15	            3	            6	           11	           46
        0.192	            3	            6	           12	           46
        0.248	            3	            6	           13	           46
        0.282	            3	            6	           14	           46
        0.312	            3	            6	           15	           46
        0.368	            3	            6	           16	           46
        0.434	            3	            6	           17	           46
        0.002	            3	            6	            3	           47
          0.0	            3	            6	            4	           47
        0.018	            3	            6	            5	           47
         0.02	            3	            6	            6	           47
        0.038	            3	            6	            7	           47
        0.072	            3	            6	            8	           47
         0.07	            3	            6	            9	           47
        0.144	            3	            6	           10	           47
        0.154	            3	            6	           11	           47
        0.172	            3	            6	           12	           47
        0.196	            3	            6	           13	           47
        0.256	            3	            6	           14	           47
        0.308	            3	            6	           15	           47
        0.342	            3	            6	           16	           47
        0.388	            3	            6	           17	           47
          0.0	            3	            6	            3	           48
        0.012	            3	            6	            4	           48
        0.008	            3	            6	            5	           48
        0.014	            3	            6	            6	           48
        0.038	            3	            6	            7	           48
        0.058	            3	            6	            8	           48
        0.084	            3	            6	            9	           48
        0.114	            3	            6	           10	           48
         0.13	            3	            6	           11	           48
         0.17	            3	            6	           12	           48
        0.234	            3	            6	           13	           48
        0.238	            3	            6	           14	           48
         0.35	            3	            6	           15	           48
        0.334	            3	            6	           16	           48
        0.364	            3	            6	           17	           48
        0.004	            3	            6	            3	           49
         0.01	            3	            6	            4	           49
         0.01	            3	            6	            5	           49
        0.026	            3	            6	            6	           49
        0.052	            3	            6	            7	           49
        0.052	            3	            6	            8	           49
        0.074	            3	            6	            9	           49
        0.116	            3	            6	           10	           49
        0.154	            3	            6	           11	           49
         0.15	            3	            6	           12	           49
        0.236	            3	            6	           13	           49
        0.286	            3	            6	           14	           49
        0.356	            3	            6	           15	           49
         0.38	            3	            6	           16	           49
         0.42	            3	            6	           17	           49
        0.002	            3	            6	            3	           50
          0.0	            3	            6	            4	           50
        0.008	            3	            6	            5	           50
        0.024	            3	            6	            6	           50
        0.034	            3	            6	            7	           50
        0.056	            3	            6	            8	           50
        0.108	            3	            6	            9	           50
        0.126	            3	            6	           10	           50
        0.144	            3	            6	           11	           50
        0.178	            3	            6	           12	           50
        0.232	            3	            6	           13	           50
         0.27	            3	            6	           14	           50
        0.272	            3	            6	           15	           50
         0.37	            3	            6	           16	           50
        0.406	            3	            6	           17	           50
          0.0	            3	            6	            3	           51
        0.006	            3	            6	            4	           51
         0.02	            3	            6	            5	           51
        0.024	            3	            6	            6	           51
        0.036	            3	            6	            7	           51
        0.058	            3	            6	            8	           51
         0.09	            3	            6	            9	           51
        0.088	            3	            6	           10	           51
        0.134	            3	            6	           11	           51
        0.184	            3	            6	           12	           51
         0.22	            3	            6	           13	           51
        0.262	            3	            6	           14	           51
        0.324	            3	            6	           15	           51
        0.356	            3	            6	           16	           51
        0.378	            3	            6	           17	           51
          0.0	            3	            6	            3	           52
        0.004	            3	            6	            4	           52
        0.016	            3	            6	            5	           52
        0.032	            3	            6	            6	           52
        0.046	            3	            6	            7	           52
         0.07	            3	            6	            8	           52
        0.096	            3	            6	            9	           52
        0.106	            3	            6	           10	           52
        0.142	            3	            6	           11	           52
        0.158	            3	            6	           12	           52
        0.194	            3	            6	           13	           52
        0.272	            3	            6	           14	           52
        0.334	            3	            6	           15	           52
        0.372	            3	            6	           16	           52
         0.37	            3	            6	           17	           52
         0.05	            3	            7	            3	           18
         0.13	            3	            7	            4	           18
        0.268	            3	            7	            5	           18
        0.442	            3	            7	            6	           18
        0.574	            3	            7	            7	           18
        0.716	            3	            7	            8	           18
        0.854	            3	            7	            9	           18
        0.918	            3	            7	           10	           18
        0.944	            3	            7	           11	           18
        0.992	            3	            7	           12	           18
        0.998	            3	            7	           13	           18
          1.0	            3	            7	           14	           18
          1.0	            3	            7	           15	           18
          1.0	            3	            7	           16	           18
          1.0	            3	            7	           17	           18
        0.044	            3	            7	            3	           19
        0.126	            3	            7	            4	           19
        0.252	            3	            7	            5	           19
        0.384	            3	            7	            6	           19
        0.484	            3	            7	            7	           19
        0.648	            3	            7	            8	           19
        0.782	            3	            7	            9	           19
        0.852	            3	            7	           10	           19
        0.938	            3	            7	           11	           19
        0.972	            3	            7	           12	           19
        0.996	            3	            7	           13	           19
        0.994	            3	            7	           14	           19
          1.0	            3	            7	           15	           19
          1.0	            3	            7	           16	           19
          1.0	            3	            7	           17	           19
        0.046	            3	            7	            3	           20
        0.098	            3	            7	            4	           20
          0.2	            3	            7	            5	           20
        0.344	            3	            7	            6	           20
        0.474	            3	            7	            7	           20
         0.62	            3	            7	            8	           20
        0.714	            3	            7	            9	           20
        0.812	            3	            7	           10	           20
        0.898	            3	            7	           11	           20
        0.958	            3	            7	           12	           20
        0.964	            3	            7	           13	           20
        0.998	            3	            7	           14	           20
        0.996	            3	            7	           15	           20
          1.0	            3	            7	           16	           20
          1.0	            3	            7	           17	           20
        0.022	            3	            7	            3	           21
        0.088	            3	            7	            4	           21
        0.192	            3	            7	            5	           21
        0.284	            3	            7	            6	           21
        0.434	            3	            7	            7	           21
        0.552	            3	            7	            8	           21
        0.664	            3	            7	            9	           21
         0.77	            3	            7	           10	           21
         0.87	            3	            7	           11	           21
         0.92	            3	            7	           12	           21
        0.972	            3	            7	           13	           21
        0.982	            3	            7	           14	           21
        0.994	            3	            7	           15	           21
          1.0	            3	            7	           16	           21
          1.0	            3	            7	           17	           21
        0.028	            3	            7	            3	           22
        0.072	            3	            7	            4	           22
         0.16	            3	            7	            5	           22
        0.278	            3	            7	            6	           22
        0.408	            3	            7	            7	           22
        0.518	            3	            7	            8	           22
        0.646	            3	            7	            9	           22
        0.708	            3	            7	           10	           22
        0.824	            3	            7	           11	           22
         0.89	            3	            7	           12	           22
        0.924	            3	            7	           13	           22
         0.97	            3	            7	           14	           22
        0.988	            3	            7	           15	           22
        0.998	            3	            7	           16	           22
          1.0	            3	            7	           17	           22
        0.016	            3	            7	            3	           23
        0.066	            3	            7	            4	           23
        0.148	            3	            7	            5	           23
        0.246	            3	            7	            6	           23
